data,label
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\1\9.txt,1
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\1\90.txt,1
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\1\91.txt,1
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\1\92.txt,1
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\1\93.txt,1
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\1\94.txt,1
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\1\95.txt,1
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\1\96.txt,1
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\1\97.txt,1
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\1\98.txt,1
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\1\99.txt,1
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\0.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\1.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\10.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\100.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\101.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\102.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\103.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\104.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\105.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\106.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\107.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\108.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\109.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\11.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\110.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\111.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\112.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\113.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\114.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\115.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\116.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\117.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\118.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\119.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\12.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\120.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\121.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\122.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\123.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\124.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\125.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\126.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\127.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\128.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\129.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\13.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\130.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\131.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\132.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\133.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\134.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\135.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\136.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\137.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\138.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\139.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\14.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\140.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\141.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\142.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\143.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\144.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\145.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\146.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\147.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\148.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\149.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\15.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\150.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\151.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\152.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\153.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\154.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\155.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\156.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\157.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\158.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\159.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\16.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\160.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\161.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\162.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\163.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\164.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\165.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\166.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\167.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\168.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\169.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\17.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\170.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\171.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\172.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\173.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\174.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\175.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\176.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\177.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\178.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\179.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\18.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\180.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\181.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\182.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\183.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\184.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\185.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\186.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\187.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\188.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\189.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\19.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\190.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\191.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\192.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\193.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\194.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\195.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\196.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\197.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\198.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\199.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\2.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\20.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\200.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\201.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\202.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\203.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\204.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\205.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\206.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\207.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\208.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\209.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\21.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\210.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\211.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\212.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\213.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\214.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\215.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\216.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\217.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\218.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\219.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\22.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\220.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\221.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\222.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\223.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\224.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\225.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\226.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\227.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\228.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\229.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\23.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\230.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\231.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\232.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\233.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\234.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\235.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\236.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\237.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\238.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\239.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\24.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\240.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\241.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\242.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\243.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\244.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\245.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\246.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\247.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\248.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\249.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\25.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\250.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\251.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\252.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\253.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\254.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\255.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\256.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\257.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\258.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\259.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\26.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\260.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\261.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\262.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\263.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\264.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\265.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\266.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\267.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\268.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\269.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\27.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\270.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\271.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\272.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\273.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\274.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\275.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\276.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\277.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\278.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\279.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\28.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\280.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\281.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\282.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\283.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\284.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\285.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\286.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\287.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\288.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\289.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\29.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\290.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\291.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\292.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\293.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\294.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\295.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\296.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\297.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\298.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\299.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\3.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\30.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\300.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\301.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\302.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\303.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\304.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\305.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\306.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\307.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\308.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\309.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\31.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\310.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\311.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\312.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\313.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\314.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\315.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\316.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\317.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\318.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\319.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\32.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\320.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\321.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\322.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\323.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\324.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\325.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\326.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\327.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\328.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\329.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\33.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\330.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\331.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\332.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\333.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\334.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\335.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\336.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\337.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\338.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\339.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\34.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\340.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\341.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\342.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\343.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\344.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\345.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\346.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\347.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\348.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\349.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\35.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\350.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\351.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\352.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\353.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\354.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\355.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\356.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\357.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\358.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\359.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\36.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\360.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\361.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\362.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\363.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\364.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\365.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\366.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\367.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\368.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\369.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\37.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\370.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\371.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\372.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\373.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\374.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\375.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\376.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\377.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\378.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\379.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\38.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\380.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\381.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\382.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\383.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\384.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\385.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\386.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\387.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\388.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\389.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\39.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\390.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\391.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\392.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\393.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\394.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\395.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\396.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\397.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\398.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\399.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\4.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\40.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\400.txt,2
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\2\401.txt,2
