cwt_data,label,stft_data
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_206.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_206.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_207.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_207.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_208.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_208.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_209.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_209.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_21.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_21.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_210.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_210.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_211.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_211.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_212.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_212.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_213.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_213.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_214.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_214.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_215.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_215.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_216.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_216.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_217.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_217.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_218.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_218.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_219.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_219.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_22.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_22.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_220.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_220.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_221.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_221.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_222.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_222.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_223.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_223.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_224.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_224.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_225.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_225.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_226.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_226.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_227.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_227.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_228.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_228.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_229.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_229.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_23.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_23.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_230.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_230.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_231.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_231.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_232.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_232.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_233.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_233.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_234.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_234.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_235.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_235.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_236.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_236.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_237.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_237.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_238.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_238.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_239.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_239.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_24.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_24.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_240.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_240.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_241.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_241.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_242.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_242.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_243.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_243.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_244.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_244.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_245.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_245.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_246.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_246.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_247.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_247.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_248.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_248.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_249.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_249.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_25.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_25.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_250.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_250.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_251.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_251.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_252.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_252.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_253.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_253.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_254.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_254.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_255.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_255.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_256.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_256.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_257.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_257.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_258.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_258.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_259.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_259.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_26.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_26.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_260.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_260.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_261.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_261.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_262.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_262.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_263.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_263.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_264.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_264.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_265.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_265.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_266.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_266.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_267.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_267.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_268.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_268.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_269.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_269.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_27.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_27.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_270.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_270.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_271.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_271.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_272.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_272.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_273.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_273.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_274.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_274.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_275.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_275.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_276.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_276.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_277.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_277.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_278.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_278.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_279.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_279.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_28.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_28.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_280.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_280.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_281.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_281.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_282.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_282.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_283.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_283.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_284.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_284.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_285.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_285.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_286.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_286.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_287.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_287.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_288.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_288.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_289.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_289.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_29.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_29.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_290.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_290.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_291.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_291.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_292.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_292.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_293.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_293.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_294.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_294.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_295.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_295.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_296.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_296.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_297.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_297.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_298.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_298.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_299.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_299.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_3.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_3.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_30.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_30.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_300.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_300.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_301.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_301.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_302.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_302.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_303.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_303.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_304.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_304.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_305.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_305.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_306.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_306.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_307.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_307.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_308.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_308.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_309.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_309.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_31.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_31.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_310.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_310.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_311.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_311.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_312.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_312.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_313.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_313.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_314.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_314.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_315.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_315.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_316.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_316.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_317.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_317.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_318.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_318.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_319.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_319.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_32.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_32.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_320.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_320.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_321.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_321.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_322.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_322.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_323.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_323.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_324.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_324.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_325.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_325.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_326.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_326.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_327.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_327.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_328.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_328.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_329.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_329.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_33.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_33.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_330.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_330.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_331.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_331.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_332.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_332.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_333.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_333.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_334.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_334.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_335.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_335.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_336.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_336.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_337.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_337.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_338.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_338.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_339.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_339.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_34.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_34.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_340.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_340.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_341.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_341.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_342.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_342.png
D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\cwt\1\1_343.png,1,D:\Study\competition_lerning\Yidongbei\Data_version\training\img_labeled\stft\1\1_343.png
